Price,district,Area,Address,Number of bedrooms,Number of bathrooms,New_content,Floor,NumOfConvient,district_encoded
8860000000.0,Tân Phú,100.0,Thành phố Hồ Chí Minh,4.0,3.0,"Tân Phú, Vip Chợ Vải, Phú Thọ Hoà, 3Tầng 4x25m, kinh doanh, Giá rẻ TÂN PHÚ, SÁT MT PHÚ THỌ HÒA KHU CHỢ VẢI KINH DOANH ĐỈNH HẺM XE TẢI GẦN 100M2 GẤP BÁN ĐÃ GIẢM SÂU, CÒN THƯƠNG LƯỢNG MẠNH. Nhà mới đẹp 3 tầng, 4x25m, Công năng, tiện ích. Chỉ 8 t.y 86. tl mạnh, Pháp lý chuẩn. zalo 0938059388.Nhà Phố SG. Vị trí đẹp, hẻm xe tải, sát mặt tiền kinh doanh đỉnh. Khu nội bộ an ninh, yên tĩnh, hàng xóm thân thiện. Nhà chủ xây dựng, thiết kế đẹp, Nôi thất cao cấp.",3,2,23
13500000000.0,Quận 9,102.0,"Đường Liên Phường, Phường Phú Hữu, Q9",4.0,5.0,"Cần bán gấp nhà biệt thự Verosa Park, 6x17m 1 trệt 2 lầu 4PN - 5WC, full nội thất, giá chỉ 13,5 tỷ TL, LH: 0388668882 Gặp Tâm ( zalo ) Cần bán nhà biệt thự Verosa Khang Điền. Diện tích đất 6X17m 102m2. Diện tích sàn 200m2. Thiết kế 1 trệt 2 lầu 4PN 5WC. Nội thất full đầy đủ như hình. Giá bán chỉ 13,5 tỷ thương lượng. Đã có sổ hồng riêng. Đường 12m nội khu an ninh 247. Địa chỉ Đường Liên Phường, Phường Phú Hữu, Q9. LH 0388668882 gặp Tâm zalo.",3,0,20
6500000000.0,Tân Phú,56.0,"Bờ Bao Tân Thắng, Sơn Kỳ, Tân Phú",4.0,4.0,"Nhà mới xây Bờ Bao Tân Thắng, đối diện Aeon Tân Phú, 6.5 tỷ Nhà mới xây, kết cấu 1 trệt 2 lầu, sân thượng, gồm 4 phòng ngủ, 4 vệ sinh, nhà mới nên dọn vào ở ngay. Hẻm 8m đối diện Aeon Tân Phú, gần chợ Sơn Kỳ, tương lai là phố đi bộ Tân Phú. View nhà nhìn qua CC Ruby, Diamon, Aeon Tân Phú, 20m ra mặt tiền. Sổ hồng riêng vuông vức, công chứng ngay. Xem nhà liên hệ anh Võ 0909 100 817. Không tiếp trung gian.",3,2,23
6850000000.0,Phú Nhuận,55.0,Nguyễn Thượng Hiền,4.0,4.0,"Bán gấp nhà hẻm 6m P5 – Phú Nhuận TP.HCM chỉ nhỉnh 6 t.ỷ Kết cấu 1 trệt 3 lầu , sân thượng Dt 3.7 13 , tổng dt sủ dụng 55 m2 Chủ giảm tổng 1 t.ỷ, giá mới chỉ nhỉnh 6 t.ỷ Vị trí Gần trường học, chợ, bệnh viện, các tiện ích bách hoá , điện máy xanh , Liên hệ 093.33.86884 za.lo gặp Thanh để được xem nhà, sổ và thương lượng trực tiếp với chủ. THANH NHÀ PHỐ SÀI GÒN CHUYÊN NHÀ NGON, NGỘP TRUNG TÂM.",4,3,8
5850000000.0,Bình Thạnh,49.0,Bạch Đằng,4.0,4.0,"Hẻm Xe Hơi Thông Đường Bạch Đằng Phường 15 Bình Thạnh 49m2 4 Tầng BTCT Nhà Đẹp Nhỉnh 5 Tỷ. Bác chủ cần bán gấp giải quyết việc riêng nhà trung tâm đường Bạch Đằng Bình Thạnh giao các tuyến đường Đinh Bộ Lĩnh, đường Xô Viết Nghệ Tỉnh, đường Phan Chu Trinh, đường Phan Bội Châu, Ngay vòng xoay Hàng xanh di chuyển nhanh qua quận 1, quận 3, TP Thủ Đức, Phú Nhuận đi sân bay Tân Sơn Nhất chỉ 5 phút. Nhà cách MT tầm 50m, hẻm thông. Giao thông tiện lợi. Nhà đẹp lung linh ở ngay Kết cấu 1 trệt 2 lầu, sân thượng Sổ đẹp vuông vức. Hoàn công đầy đủ. Công chứng ngay. Giá 5.85 tỷ thương lượng chính chủ. Liên hệ NGAY Xuân Nghi để xem nhà miển phí 0987581589",3,0,1
3320000000.0,Phú Nhuận,38.4,"P.12, Huỳnh Văn Bánh",5.0,5.0,"Cắt lỗ hơn400tr nhà hẻm 1trệt3lầu đường HuỳnhVănBánh còn 3tỷ320 ???? Diện tích 3.2 x 12m, diện tích sàn 142,9m2 ???? Kết cấu nhà 1 trệt, 3 lầu sân thượng ???? Gồm 1 phòng khách, 1 phòng bếp, 5 phòng ngủ, 5 nhà vệ sinh ????Vị trí nằm giữa đường Phan Đình Phùng Nguyễn Văn Trỗi, gần ngay chợ Phú Nhuận ???? Cách cầu Công Lý 500m, Thuận tiện giao thông về các quận lân cận, khu vực an ninh không ngập nước. ???? Nhà đẹp, có thể vào ở liền. Tặng kèm nội thất cho chủ mới ???? Pháp lý sổ hồng riêng, hoàn công đầy đủ Cam kết thông tin thật 100 ???? Giá 3 tỷ 320 Liên hệ 0703.630.491 Trúc Vi xem nhà 247",4,1,8
3300000000.0,Phú Nhuận,22.0,"Hoàng Hoa Thám, P.5, Phú Nhuận ",3.0,3.0,"Nhà nở hậu khu trung tâm hẻm đường Hoàng Hoa Thám, P.5, Phú Nhuận Diện tích 6 x 6m, nở hậu chữ L, diện tích sử dụng 74.6m2 Kết cấu 1 trệt 2 lầu sân thượng Gồm 1 phòng khách, bếp, 3 phòng ngủ, 3 nhà vệ sinh Trước nhà có sân chung để xe thoải mái Cách sân bay 5 phút di chuyển, đi lại các quận thuận tiện ????Giá 3.300.000.000 TT70 nhận nhà.",3,0,8
6000000000.0,Tân Phú,30.0,Phường Hòa Thạnh- Quận Tân Phú,2.0,2.0,"NHỈNH 3 TỶ-MẶT TIỀN-3 TẦNG-NHÀ ĐƯỜNG LÊ CẢNH THĂNG- PHÚ THỌ HÒA NHỈNH 3 TỶMẶT TIỀN3 TẦNGNHÀ ĐƯỜNG LÊ CẢNH THĂNG PHÚ THỌ HÒA Mặt tiền nhựa, chợ vải, khu ẩm thực đẽm 1 trệt 2 lầu 2Pn, 3 wc, nhà mới vảo ở ngay. Giáp Nguyễn sơn 80m, giáp phú Thị Hòa 300 m, đối diện trường Mần Non kinh doanh quá đỉnh Mua bán kinh doanh đa nghành nghề Sổ sách, pháp lý chuẩn. Chủ nhà thiện chí bán tất dễ thương Nhà đajng cho thuê 10trtháng.",3,2,23
3860000000.0,Bình Tân,86.0,Thành phố Hồ Chí Minh,4.0,3.0,"Trương Đức Toàn ????BÌNH TÂN, KHU VIP NGAY CHỢ HỒ NGỌC LÃM KDC NAM LONG VÀI BƯỚC RA ĐL VÕ VĂN KIỆT, KINH DƯƠNG VƯƠNG BẾN XE MIỀN TÂY, AEON BÌNH TÂN. Nhà mới đep 3 tầng 4,5x 19m, rộng, thoáng mát, an ninh yên tĩnh, tiện ích bao quanh. Chỉ 3 tỷ 86 TLcc. Lh 0938059388. Nhà Phố SG. Vị trí nhà ngay chợ đi bộ vài bước chân, nhà mới cực đẹp Ngay Hồ Ngọc Lãm đường rộng rãi, khu dân cư đông đúc. Pháp lý chuẩn, sổ vuông, công chứng ngay.",3,1,2
2690000000.0,Quận 12,60.0,Thành phố Hồ Chí Minh,2.0,1.0,"Hơn 2 tỷ có nhà SHR 60m2 Tân Chánh Hiệp Q.12, nở hậu MẶT TIỀN cách 20m Hơn 2 tỷ có nhà SHR 60m2 Tân Chánh Hiệp Q.12, nở hậu MẶT TIỀN cách 20m . Vị trí thuận tiện Nguyễn Ảnh Thủ, ĐH Lao Động, ĐH GTVT CS3, Huỳnh Thị Hai, . Mặt tiền nhựa Tân Chánh Hiệp vào 5 căn, hẻm thẳng 1 trục 3m. . Khu vực xây dựng tự do, khu dân cư an ninh. . Nhà đang cho thuê 4 triệu tháng. Nhà ở ngay không phải sửa chữa nhiều. Lh 0902177052 xem nhà thật, giá thật.",1,1,12
5850000000.0,Bình Thạnh,45.0,"Bình Thạnh, Hồ Chí Minh",3.0,3.0,"Nhà Bạch Đằng, Bình Thạnh, 4 tầng, dân trí, hoàn công đủ, sổ đẹp Bạch Đằng, Phường 15, Bình Thạnh. DT 45m2 3.4mx13mx4tầng Giá 5.850 tỷ thương lượng Hẻm xe ba gác đỗ cửa, hẻm thông thoáng,hẻm trước nhà gần 4m. Nhà cách MT tầm 50m, hẻm thông. Kết cấu 1 trệt, 2 lầu, sân thượng, 3 PN, 3 WC. Vị trí Ngay vòng xoay Hàng xanh, thuận tiện duy chuyển tất cả khu vực. Khu vực yên tĩnh, dân trí cao. Nhà đẹp lung linh ở ngay. Giao thông tiện lợi. Sổ đẹp, hoàn công đủ, công chứng ngay. LH Tâm 0815813400 để xem nhà ho",3,1,1
2100000000.0,Quận 12,26.0,Thành phố Hồ Chí Minh,2.0,2.0,"Bán nhà Tân Chánh Hiệp 34 Hẻm xe hơi, mới ở liền 2PN, chỉ 2 tỷ1 Bán nhà Tân Chánh Hiệp 34 Hẻm xe hơi, mới ở liền 2PN, chỉ 2 tỷ1 . Gần bên CVPM Quang Trung, BV Quận 12, Tô Ký. . Hẻm xe hơi đến nhà, gần mặt tiền TCH34. . Nhà mới tinh, có sẵn nội thất cơ bản, dọn vào ở ngay. . Kết cấu 1 trệt 1 lầu, 2 phòng ngủ, ban công. Pháp lý sổ hồng riêng, hoàn công đủ, ko quy hoạch. LH 0902177052 xem nhà thật, giá thật.",2,2,12
4500000000.0,Quận 9,60.0,"Man Thiện, Thành Phố Thủ Đức",3.0,2.0,"CHỦ XOẮN BÁN - MẶT TIỀN MAN THIỆN -Ô TÔ NGỦ TRONG NHÀ - 2 TẦNG - GIÁ 4 TỶ HƠN THƯƠNG LƯỢNG HÀNG HIẾM DUY NHẤT 1 CĂN Khu phân lô, không quy hoạch, dân trí cao, xung quanh kinh doanh, văn phòng Kết cấu 2 tầng, 3 phòng ngủ, 2 wc Diện tích 60 m2 5 12, công nhận đủ Khu an ninh, ô tô ngủ trong nhà, xe máy đậu trước nhà không sợ Khu vực trung tâm, gần Chợ, Ngân Hàng, Bệnh Viên",2,2,20
13900000000.0,Quận 7,60.0,NHÀ 176 MT ĐƯỜNG SỐ 9 TÂN MỸ QUẬN 7,3.0,3.0,"Hoa Hồng 200 tr. BÁN NHÀ 176 MT ĐƯỜNG SỐ 9 TÂN MỸ QUẬN 7. Giá:13.9 tỷ. ???? Hoa hồng 200tr gửi ace mô giới.???? CHÍNH CHỦ BÁN NHÀ 176 MT ĐƯỜNG SỐ 9 TÂN MỸ NGAY PHÚ MỸ HƯNG QUẬN 7. VỊ TRÍ KINH DOANH BUÔN BÁN TỐT Diện tích 4 x 15 m. công nhận 60 m2. ???? Giá 13.9 tỷ TL. Xây dựng Trệt lầu. Nhà đẹp kiên cố chắc chắn. Phòng trước để kinh doanh buôn bán, và p khách, p bếp 3pn, 3wc. Đang cho thuê 25trtháng. Vị trí đẹp Đường thông từ Phú Mỹ Hưng chợ Tân Mỹ sang KDC Tân Quy Đông, An Phú Hưng, Nguyễn Thị Thập lưu lượng xe cộ tấp nập, tiện buôn bán kinh doanh tất cả các ngành nghề. Hướng nam. Số hồng riêng, kdc hiện hữu. Giá còn thương lượng. Lh 0934411789tiến, 0938079076hường",1,1,18
3000000000.0,Hóc Môn,86.0,HOCMON,2.0,2.0,"NHÀ SIÊU ĐẸP THI TRẤN Diện tích 43m2 4m x 11m DTSD 86m2 Kết cấu 1 trệt 1 lầu, 2 phòng ngủ, 2 toilet nhà đang cho thuê 6triệu tháng. Tiện ích xung quanh Pháp lý sạch, sổ hoàn công đủ. Gíá nhỉnh hơn 3 tỷ Chủ thiện chí bán.",2,0,6
3800000000.0,Quận 9,60.0,"Đỗ Xuân Hơp, Phước Long B, Tp. Thủ Đức",2.0,2.0,"Nhà Đỗ Xuân Hợp 2 PN , 2 WC gần chợ Phước Long, cho thuê dòng tiền ????Nhà Đỗ Xuân Hợp gần chợ Phước Long, cho thuê dòng tiền ????Diện tích sử dụng 120m2 2PN, 2WC Hẻm ba gác, 50m ra hẻm ôtô tránh Cách chợ Phước Long chỉ 300m, BHX , Coop food, nhà hàng Khu vực nhiều trường học từ mầm non đến Đại học Phù hợp gia đình nhỏ, bố mẹ mua nhà cho con đi học Đại học Đang cho thuê thu nhập 7 tr tháng ????Giá nhỉnh 3 tỷ ...... Nhà phố Thủ Đức Dũng Trần Chuyên nhà phố Thủ Đức",1,3,20
3400000000.0,Bình Tân,50.0,"Tỉnh Lộ 10, Bình Trị Đông B, Bình Tân",2.0,2.0,"BÁN NHÀ BÌNH TÂN, BÌNH TRỊ ĐÔNG-B, CHỈ 3,4 TỶ 50M2, 2T, LH 0948362610 _ Nợ dí chủ nhà, giảm 300tr còn 3,4 tỷ bán căn nhà để đời Tỉnh Lộ 10, Tên Lửa nối dài, Bình Trị Đông B, Bình Tân, Lh 0948362610. _ Diện tích 50m2, 4x12,5m. _ Kết cấu 2 tầng 1 trệt 1 lầu, 2PN thích hợp cho gia đình nhỏ. _ Khu vực yên tĩnh, giáp Tên Lửa, đi Aeon mall chỉ 500m, Coop Mart Tên Lửa chỉ 200m. _ Sổ hồng riêng công chứng ngay. _ Giáp Bà Hom quận 6, Chợ Lớn quận 5, quận 10, quận Tân Phú. _ Liên hệ Như Ý kho nhà tốt Sài Gòn httpszalo.me0948362610 bán_nhà_bình_tân, bán_nhà_bình_trị_đông_b, bán_nhà_tên_lửa, bán_nhà_aeon_mall, bán_nhà_giá_rẻ, bán_nhà_3_tỷ",2,1,2
6300000000.0,Bình Thạnh,60.0,"Bình Thạnh, Hồ Chí Minh",2.0,2.0,"Bán nhà Ngang hiếm trên 5m trung tâm Bình Thạnh, chủ gấp bán, nhà xinh dt rộng rãi NHÀ XINH TRỆT LẦU 60m2 NGAY HẺM OTO THÔNG TRỨ DANH BÌNH THẠNH NHỈNH 6 TỶ NHÀ ĐẸP XINH XẮN _ Nguyễn Văn Đậu, Phường 11, Bình Thạnh. _ DT 60m2 5.1mx12m _ Giá 6.3 tỷ thương lượng _ Nhà mới trệt lầu đúc BTCT cầu thang giữa, có 2 phòng ngủ trước sau toilet riêng từng phòng và toilet dưới trệt. có thể decor được 3 Pn _ Vị trí hẻm thông ra hẻm 482 Lê Quang Định vài bước ra chỗ xe tải ngày đêm. _ Chủ thiện chí bán. _ Sổ vuông vức hoàn công đủ mua bán nhanh. _ LH Tâm 0815813400 để xem nhà fvg",1,0,1
1890000000.0,Bình Thạnh,15.0,"Bình Thạnh, Hồ Chí Minh",2.0,2.0,"Nhà đầy đủ công năng, đẹp trung tâm Bình Thạnh, 3 tầng, hẻm thông _ Bùi Đình Tuý, phường 12, Bình Thạnh. _ DT 2.3mx7.4m _ Giá 1.890 tỷ bớt lộc _ Diện tích đất 15m2. DT sử dụng 39m2, 2 phòng ngủ, 2 toilet riêng biệt. _ Kết cấu 1 trệt, 1 lầu, 1 lửng, ban công đúc bê tông kiên cố. _ Vị trí Hẻm thông, sát hẻm xe tải, hẻm thông ra Chu Văn An, Ngô Đức Kế. _ LH Tâm 0815813400 để xem nhà. fvg",2,1,1
4000000000.0,Hóc Môn,56.0,HOCMON,2.0,1.0,"0934874723 NHÀ HOCMON NÓNG LÊN TỪNG GIỜ,TỪNG NGÀY Diện tích 56m2, ngang 4m dài 14m. CN 42.3m2 Kết cấu Trệt, Lững, sân, PK, 3PN, 2WC, Bếp. Thông thoáng VỊ TRÍ ĐẸP, BÊN HÔNG CHỢ ĐẦU MỐI, SÁT TRẦN VĂN MƯỜI, GẦN PHAN VĂN HỚN, QL22 NHÀ MỚI ĐẸP VÀO Ở NGAY Đường nhựa trước nhà hơn 6m thông tứ tung. Khu vực an ninh, yên tĩnh. Hàng xóm toàn biệt thự Xã xuân thới thượng ,hocmon Pháp lý Sổ hồng riêng,",1,1,6
9200000000.0,Phú Nhuận,43.0,PHÙNG VĂN CUNG ,5.0,4.0,"0903383017 Mặt tiền Phùng Văn Cung, Phường 4 Quận Phú Nhuận Mặt tiền đường kinh doanh, làm văn phòng công ty hay ở đều tiện.. Nhà 4 tầng, 3.7 x12m thiết kế lệch tầng, giếng trời và phòng ngủ nào cũng có cửa sổ rất thoáng mát. Kết cấu nhà 1 trệt 3 lầu và sân thượng trước. Gồm 5PN,4 WC và 1 phòng nhỏ xông hơi rất hưởng thụ. Pháp lý chuẩn, sổ gửi ngân hàng. Liên hệ 0903383017",4,1,8
6000000000.0,Tân Phú,30.0,Phường Hòa Thạnh- Quận Tân Phú,2.0,3.0,"NHÀ 3 TỶ 7, NGUYỄN VĂN DƯỠNG, TÂN KỲ, TÂN QUÍ, RẺ BẤT NGỜ. NHÀ 3 TỶ 7, NGUYỄN VĂN DƯỠNG, TÂN KỲ, TÂN QUÍ, RẺ BẤT NGỜ. Mô tả 1 trệt2 lầu sân thượng, 2PN, 3 wc, nhà mới dọn vào ở ngay. vị trí khu an ninh, dân trí, gần chợ Tân Hương, Aeon Maill, trường học các cấp, hẻm trước nhà ba gác, cách hẻm xe hơi 30m, tiện ích xung quanh không thiếu gì. Sổ vuông vức, hoàn công đầy đủ.",3,3,23
6000000000.0,Tân Phú,66.0,Phường Son Ky- Quận Tân Phú,3.0,1.0,"NHÀ ĐẸP HẺM TO ĐƯỜNG ĐỖ NHUẬN, 1 ĐỜI CHỦ, GIÁ 5 TỶ 5 XUỐNG CÒN 5Tỷ 3 NHÀ ĐẸP HẺM TO ĐƯỜNG ĐỖ NHUẬN, 1 ĐỜI CHỦ, GIÁ 5 TỶ 5 XUỐNG CÒN 5Tỷ 3 Mô tả Hẻm xe hơi 6m, xe ngủ trong nhà 1 trệtlửng, 3PN, 1wc. Có sân phơi và sân mát bên nhà. Thực tế 66m2, khách mua là lời ơi là lời Chính chủ 1 đời từ năm 1996. 100m ra Lê Trọng Tấn, đầy đủ tiện nghi Sổ đẹp, chủ thiện chí bán, sang tên ngay.",1,1,23
5680000000.0,Bình Tân,68.0,Thành phố Hồ Chí Minh,4.0,4.0,"Bán nhà 4 tầng 4.5x15m- Ô tô đậu nhà- gần MT Gò Xoài-BHH.A- Bình Tân ????BÌNH TÂN GIÁP TÂN PHÚ, KHU VIP NGAY CHỢ GÒ XOÀI HẺM XE TẢI THÔNG RA TÁN KỲ TÂN QUÝ. ???? Nhà mới đẹp 4 tầng 4.5x15m, Nội thất cao cấp, sang trọng, Chủ xây ở rất tâm huyết, chỉnh chu. ????Chỉ nhỉnh 5 t.ỷ68 TLcc. zalo 0938059388. Nhà Phố SG. Vị trí VIP Bình Tân kế Tân Phú, gần chợ Khu vực bao an ninh, đường sạch sẽ, dân trí cao. Hẻm xe tải thông rộng rãi, sạch sẽ. Giá chỉ 60trm2 đất, giá hợp lý, rẻ hơn khu vực.",4,1,2
2800000000.0,Quận 12,40.0,Thành phố Hồ Chí Minh,2.0,2.0,"Bán nhà Tân Chánh Hiệp 13, HXT THÔNG, 40m2, nhà mới 2 tỷ 8 Bán nhà Tân Chánh Hiệp 13, HXT THÔNG, 40m2, nhà mới 2 tỷ 8 . Hẻm xe tải 5m, đường Huỳnh Thị Hai, Quận 12. Gần ĐH Giao Thông Vận Tải. . Tiện ích ngập tràn, gần bên Tô Ký, Nguyễn Ảnh Thủ, . DT 4x10m, trệt, lầu, 2 PN, phòng thờ, ban công . Pháp lý sổ hồng riêng, vuông vức, đang vay ACB 1.2 tỷ LH 0902177052 xem nhà thật, giá thật.",1,0,12
6500000000.0,Gò Vấp,47.0,"QUANG TRUNG, GÒ VẤP",4.0,4.0,"BÁN NHÀ HXH QUANG TRUNG, GÒ VẤP, 3 TẦNG CHỈ 6.5 TỶ NHÀ MỚI ĐẸP FULL NỘI THẤT HẺM XE HƠI KHU DÂN TRÍ CAO CHỈ 6.5 TỶ Vị trí Quang Trung, Phường 8, Gò Vấp Diện tích 4.7x1Om vuông đẹp, pháp lý rõ ràng, hoàn công đủ. Kết cấu 1 trệt 3 lầu gồm 4PN, 4WC, phòng thờ, ban công sân thượng thoáng mát. Thiết kế hiện đại sang trọng, bước vào nhà là thấy mát mẻ, được trang bị Full nội thất chủ mới chỉ việc xách vali vào ở liền. Đường xe hơi 4m, xe hơi đỗ cửa. Khu dân trí, cơ sở hạ tầng đồng bộ Chuyên nhà phố quận q12, Gò Vấp",4,0,5
3800000000.0,Bình Tân,61.0,"hương lộ 2, Bình Tân",3.0,2.0,"BÁN NHÀ 1 SẸC HƯƠNG LỘ 2 BÌNH TÂN, BTĐA, 61M2, 2 TẦNG CHỈ 3,8 TỶ, LH 0948362610 _ Nhà hẻm xe tải vào nhà sát mặt tiền Hương Lộ 2, chỉ 3,8 tỷ Lh 0948362610. _ Cách bệnh viện Bình Tân chỉ 100m, Coop Mart Bình Tân 200m, trường Cấp 3 Nguyễn Hữu Cảnh, Hương Lộ 2 Bình Trị Đông A, Bình Tân. _ Diện tích công nhận 61m2 4x15m, lộ giới ít, không quy hoạch. _ Kết cấu 2 tầng, 1 trệt 1 lửng, khu vực xây dựng cao tầng. _ Giáp ngã 4 bốn xã, giáp Tân Phú, Quận 11, quận 10, _ Sổ vuông vức, hoàn công đủ mua bán công chứng ngay. _ Như Hoa chuyên kho nhà giá tốt Sài Gòn zalo.me0948362610 bán_nhà_bình_tân, bán_nhà_hương_lộ_2, bán_nhà_mã_lò, bán_nhà_bình_trị_đông_a, bán_nhà_giá_rẻ, bán_nhà_3_tỷ",2,3,2
2950000000.0,Tân Phú,39.0,"Lý Tuệ, Tân Quý, Tân Phú",3.0,2.0,"Nhà 4 tầng khu an ninh, Lý Tuệ đoạn gần Aeon TP, 2.95 tỷ Nhà 4 tầng đúc bê tông kiên cố. Hẻm ba gác gần mặt tiền đường. Nhà có 3 phòng ngủ, gồm nội thất. Gan truong hoc cac cap, cho, Aeon Tân Phú,.. Vi tri thông các hướng. Khu ở dân trí, an ninh. Sổ hồng riêng. Liên hệ anh Võ 0909 100 817. Không tiếp trung gian.",4,2,23
4179999999.9999995,Gò Vấp,47.0,QUANG TRUNG,4.0,3.0,"BÁN NHÀ QUANG TRUNG P.10 GÒ VẤP, 4.3x11M, NHỈNH 4 TỶ Vị trí Quang Trung, Phường 10, Gò Vấp Nhà đúc 3.5 tấm mới xây ở năm 2022. Diện tích 4.3 x 11m công nhận 43m hoàn công đủ. Gồm có Phòng khách, Phòng bếp, 4 PN, 3 WC. Có giếng trời bên hông và sau nhà nên nhiều ánh sáng và rất thoáng. Giá bán rẻ ngang lô đất 4.180 tỷ bớt lộc Tặng lại máy lạnh và thiết bị gắn tường Chuyên nhà phố quận 12, Gò Vấp",1,0,5
6800000000.0,Bình Thạnh,68.0,"Bình Thạnh, Hồ Chí Minh",2.0,1.0,"HXH Bình Thạnh, Xô Viết Nghệ Tĩnh, sổ vuông vắn, thích hợp xây CHDV, bán gấp HẺM Ô TÔ VÀO NHÀ CHÍNH CHỦ BÁN ĐẤT TẶNG NHÀ C4 TIỆN XÂY MỚI HOẶC CHDV KHU NHÀ CAO TẦNG KHÔNG NGẬP NƯỚC SỔ VUÔNG VỨC 100trm2 Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh. DT 68m23.8mx18m Giá 6.8 tỷ thương lượng Vị Trí Hẻm ô tô sạch sẽ thoáng an ninh yên tĩnh. Xung quanh toàn nhà xây cao tầng. Vị trí ngay khu làng đại học tiện ích đầy đủ. Khu vực nhiều CHDV hoạt động Kết Cấu Nhà C4 trệt lững 2PN, 1WC sân để xe Phù hợp xây mới ở hoặc làm CHDV Sổ vuông vức ngân hàng giữ hộ công chứng ngay LH Tâm 0815813400 để xem nhà Kvg",1,1,1
3800000000.0,Quận 9,60.0,"Đỗ Xuân Hợp, Phước Long B, Tp. Thủ Đức , HCM",2.0,2.0,"Nhà Đỗ Xuân Hợp gần chợ, 2 lầu vào ở ngay,sân rộng,cho thuê có dòng tiền tốt . ????Nhà Đỗ Xuân Hợp gần chợ, 2 lầu vào ở ngay,sân rộng,cho thuê có dòng tiền tốt . ????Diện tích 5x12 m , 60m2 ????Nhà 1 trệt 1 lầu. 2 PN, Toilet, PK, bếp ????Sân rộng để được 5 xe máy ????Có 2 ban công , chiều chiều hóng gió ????50m ra đường nhựa ôtô tránh ????Tiện ích xung quanh có Chợ Phước Long, trường Đại học Văn Hóa, ĐH Công nghệ, mầm non, nhà hàng, quán ăn. ????Nhà chủ đang cho thuê 8tr ????Giá chỉ 3,8 tỷ ????Sổ hồng riêng, hoàn công đầy đủ .......... ????Nhà phố Thủ Đức DT Chuyên nhà phố Tp. Thủ Đức",3,2,20
3000000000.0,Tân Bình,44.0,Thành phố Hồ Chí Minh,2.0,1.0,"Bán nhà Trần Thái Tông,Tân Bình, 44m2_3 tỷ, hẻm thông,sổ vuông, không QH Bán nhà Trần Thái Tông_Tân Bình_44m2_3 tỷ_hẻm thông_sổ vuông, không QH . Chỉ hơn 60 triệum2, hiếm có ở Tân Bình. . Pháp lý chuẩn sổ hồng riêng, không quy hoạch. . Sổ vuông, 4x11m. Kết cấu 1 trệt 1 gác lửng. . Hẻm 3 gác thông Trần Thái Tông sang Nguyễn Sỹ Sách. . Tiện ích đủ đầy, chợ Tân Trụ, KCN Tân Bình, Pandora, Coopmart Trường Chinh, trường Quốc tế Tuệ Đức, Gọi 0902177052 xem nhà thật, giá thật.",1,3,22
12800000000.0,Thủ Đức,104.0,"652/2G Quốc Lộ 13, Khu phố 4, Phường Hiệp Bình Phước, TP Thủ Đức, TP Hồ Chí Minh",4.0,5.0,"BÁN NHÀ THỦ ĐỨC (4x26M) - SIÊU ĐẸP, FULL NỘI THẤT Bán nhà Thủ Đức 4X26M Siêu đẹp, full nội thất Vị trí cách Quốc Lộ 13 30m, cầu Bình Triệu 800m, đường nhựa trước nhà hiện trạng 7m, thuận tiện vừa làm, văn phòng công ty, phòng khám, spa hay quán coffee Với kết cấu 1 trệt, 2 lầu, sân thượng tum, có 4 phòng ngủ, 4 WC, phòng thờ Full nội thất cao cấp gồm 2 bộ sofa, bộ bàn ăn, tủ bếp cao cấp, tủ quần áo, giường ngủ, kệ TV Nhà hướng Tây Bắc. Đường nhựa trước nhà 7m, có sân để xe hơi 10m Bán kính 500m đầy đủ tiện nghi Chợ, trường học cấp 1, 2, 3,..Winmart, Cửa hàng tiện lợi, Phòng Gym, Karaoke, Nhà hàng, Cà phê Sổ hồng riêng Pháp lý thì rõ ràng Mua bán công chứng ngay. Xem nhà xin liên hệ 0903826815",3,2,21
4000000000.0,Hóc Môn,85.0,HOCMON,2.0,2.0,"0934874723 Kết cấu Nhà cấp 4 mới đẹp, 2 phòng ngủ 2 WC Đường lớn vỉa hè 2 bên thông thoáng kinh doanh buôn bán sam uat tốt. An ninh.Doi song cao Sổ đẹp vuông vức, công nhận đủ, lộ giới ít",1,0,6
550000000.0,Hóc Môn,75.0,hóc môn,1.0,1.0,"Kẹt tiền bán gấp nhà cấp 4 đường Xuân Thới Sơn12 XTS Hóc Môn Cần tiền để kinh doanh nên tôi cần bán lỗ căn nhà cấp 4 ở đường Xuân Thới Sơn 12 xã Xuân Thới Sơn huyện Hóc Môn . Nhà diện tích 515 75m² có sổ hồng mua sang tên liền , nhà gần trường tiểu học Nhị Xuân , trường trung học cơ sở Nguyễn Văn Bứa , chợ Nhị Xuân , khu công nghiệp Nhị Xuân . Thiện chí xem nhà gọi trực tiếp",1,1,6
